Date,Close,High,Low,Open,Volume,SMA20,SMA50,RSI14,long_entry,long_exit,rsi_long_entry,rsi_short_entry
2010-02-25,83.5084457397461,83.56881285529906,82.20303996823206,82.42940801616817,259634700,82.21551094055175,,72.57176879721494,False,False,False,True
2010-02-26,83.56131744384766,83.84805854241594,83.08593906659347,83.58395368701282,173589300,82.29738311767578,,72.12576858287419,False,False,False,True
2010-03-01,84.42908477783203,84.51208818213667,83.88579186126677,83.90842810663547,147709700,82.46716613769532,,81.25003275575925,False,False,False,True
2010-03-02,84.66295623779297,85.07042571304393,84.5120441759635,84.79123782296679,160992400,82.58563346862793,,79.02089561885573,False,False,False,True
2010-03-03,84.73844909667969,85.24401102180157,84.52716407294994,84.88181388090742,150785000,82.65807304382324,,81.2275206792558,False,False,False,True
2010-03-04,84.99495697021484,85.11569120716223,84.53466776647218,84.85158650307115,135770400,82.76408996582032,,79.323324885009,False,False,False,True
2010-03-05,86.20983123779297,86.27773993890081,85.34207248532711,85.54581010250295,176118800,83.05874938964844,,83.71302839852402,False,False,False,True
2010-03-08,86.22492980957031,86.41357278747925,86.07401773001389,86.21738823544126,114631200,83.34586372375489,,80.07938203916973,False,False,False,True
2010-03-09,86.36829376220703,86.76821592392348,85.92309913144388,85.9683716004906,154556700,83.66919784545898,,79.16633879885346,False,False,False,True
2010-03-10,86.75311279296875,86.9870281872515,86.33055446602562,86.40601048770468,186088800,83.96159400939942,,78.75319521311717,False,False,False,True
2010-03-11,87.11534118652344,87.13798318392519,86.28531307989061,86.54941214696544,160791100,84.28002319335937,,79.47979896562046,False,False,False,True
2010-03-12,87.12288665771484,87.50772000833258,86.88142383627245,87.49262534372056,162074800,84.55657424926758,,79.45169030819281,False,False,False,True
2010-03-15,87.1455307006836,87.2058978506814,86.47396198851091,86.97198234060029,146816800,84.83765335083008,,97.49124153112834,False,False,False,True
2010-03-16,87.83972930908203,87.92272693273308,87.14551869361358,87.38698150340728,168673000,85.08930435180665,84.20177536010742,97.45291344433956,False,False,False,True
2010-03-17,88.3603744506836,88.64711547695117,87.84726529291372,88.10382275026222,177468100,85.34736862182618,84.25867004394532,99.99999971145495,False,False,False,True
2010-03-18,88.31510925292969,88.48865759235579,87.96045948506644,88.36792906365862,196509100,85.57864646911621,84.31013214111329,99.06560278793587,False,False,False,True
2010-03-19,87.86804962158203,88.86818584184951,87.52709054473878,87.86804962158203,226641100,85.7788917541504,84.35144561767578,88.87053016653996,False,False,False,True
2010-03-22,88.33783721923828,88.4969549779419,87.3149711998629,87.36800852588577,184477800,86.00187187194824,84.39491104125976,89.43402501889177,False,False,False,True
2010-03-23,88.9591293334961,89.03489610732306,88.17871479923883,88.46663663266933,182941600,86.30685081481934,84.44506729125976,90.54190893360118,False,False,False,True
2010-03-24,88.52727508544922,88.97430902203298,87.57260302272299,88.62577712570871,196072600,86.55213203430176,84.48417114257812,82.82410904411603,False,False,False,True
2010-03-25,88.38330078125,89.53497089469467,88.27722613056306,89.12582333605862,223396300,86.79587478637696,84.53654403686524,75.21557231745385,False,False,False,True
2010-03-26,88.33026123046875,88.96670911855543,87.9817294183306,88.54998893868004,205808500,87.03432197570801,84.57336791992188,74.21191699040568,False,False,False,True
2010-03-29,88.89093017578125,89.0500421260318,88.41359432502962,88.77727713113543,134513500,87.25741424560547,84.61672760009766,76.47035255111398,False,False,False,True
2010-03-30,88.95155334472656,89.27735568362739,88.58029209641823,88.99701225413406,145772500,87.47184410095215,84.68076751708985,74.75260598903972,False,False,False,True
2010-03-31,88.64847564697266,89.04246632859129,88.35298119060015,88.6105893707673,161078700,87.6673454284668,84.71731643676758,67.49484146530463,False,False,False,False
2010-04-01,89.25463104248047,89.59558444269348,88.7242520213733,89.25463104248047,161215200,87.88032913208008,84.78364532470704,71.40182829788024,False,False,False,True
2010-04-05,89.98197174072266,90.0425816755806,89.34551828933553,89.59555378026022,105847600,88.06893615722656,84.89757141113282,74.9467884812184,False,False,False,True
2010-04-06,90.1941146850586,90.35322659166992,89.62585539831854,89.72435159365915,110384200,88.26739540100098,85.05331787109375,72.62558671755662,False,False,False,True
2010-04-07,89.678955078125,90.43663465412766,89.26222899906898,90.01233594136983,184576300,88.43292846679688,85.19030944824219,62.68490189929335,False,False,False,False
2010-04-08,89.98956298828125,90.14110230836116,89.10307964319121,89.36826622753857,158704000,88.5947509765625,85.3404557800293,65.32601118983914,False,False,False,False
2010-04-09,90.5805435180664,90.61842400669444,90.01228416294839,90.1789687180512,133006500,88.76801109313965,85.49457427978516,74.18973367678245,False,False,False,True
2010-04-12,90.7245101928711,90.95939468710236,90.58812769902624,90.69420232972404,110279000,88.94809226989746,85.67058700561523,72.5972872026528,False,False,False,True
2010-04-13,90.79271697998048,90.95182894819575,90.16384173848576,90.63360501176518,125043600,89.13045158386231,85.86577285766602,69.39155869085432,False,False,False,False
2010-04-14,91.82315063476562,91.82315063476562,90.98212620044174,91.1260813278592,161609000,89.32962265014649,86.05636367797851,80.93918238556498,False,False,False,True
2010-04-15,91.89891815185548,92.11106741978352,91.64130419748996,91.67161206157026,144615300,89.50654983520508,86.22854888916015,83.43003957769126,False,False,False,True
2010-04-16,90.43660736083984,91.8989287324296,89.97442249651225,91.57312638184844,366786700,89.61262474060058,86.37978866577149,65.79575803054553,False,False,False,False
2010-04-19,90.77753448486328,90.86845806126016,89.76224722794662,90.17139465078309,217947800,89.75809898376465,86.58900650024414,64.63005524871026,False,False,False,False
2010-04-20,91.58824920654295,91.66402174243872,90.82299746356516,91.34579212132203,157708000,89.92061958312988,86.81111862182617,68.31600456911909,False,False,False,False
2010-04-21,91.42159271240234,91.85346970863004,90.91394315702604,91.64131463590242,192910100,90.04374275207519,87.04151824951173,69.63582642090708,False,False,False,False
2010-04-22,91.6943588256836,91.80801189228303,90.25477258420746,90.7775674415488,115360300,90.20209693908691,87.25730163574218,68.1312013097224,False,False,False,False
2010-04-23,92.29287719726562,92.33076345954188,91.39881574548752,91.63370016646252,177335500,90.3975757598877,87.48822402954102,67.50908981995835,False,False,False,False
2010-04-26,91.9443817138672,92.52779801084849,91.85346389765608,92.32322136310488,143457300,90.57828178405762,87.69527435302734,62.992828669853864,False,False,False,False
2010-04-27,89.76984405517578,91.9368014878655,89.59557527648666,91.4140067130665,355853300,90.62222747802734,87.86019226074218,50.541335054557244,False,False,False,False
2010-04-28,90.45175170898438,90.67905780861454,89.61072723324067,90.20172193615228,300674100,90.69723739624024,88.01309310913086,52.636200723246915,False,False,False,False
2010-04-29,91.5730972290039,91.76251700553574,90.97453004148736,90.99725948976992,193775000,90.8434684753418,88.18057327270508,55.3382879025618,False,False,False,False
2010-04-30,90.01985931396484,91.68675693738469,89.9971298640247,91.58825494679976,270000900,90.88172988891601,88.30717941284179,46.70903064940598,False,False,False,False
2010-05-03,91.18670654296876,91.43674211013575,90.31537415415416,90.4517566652785,182747900,90.94196662902831,88.4536506652832,51.66881560020766,False,False,False,False
2010-05-04,89.0424575805664,90.18655479808278,88.5878512139359,90.17140375746963,360353400,90.8843837738037,88.5569351196289,39.237372427172495,False,False,False,False
2010-05-05,88.5121078491211,89.25463620940194,87.86808151108363,88.31510958526943,328973200,90.82604141235352,88.66998626708984,37.337004356145236,False,False,False,False
2010-05-06,85.57232666015625,88.64850365513786,79.55634943409808,88.08782243008514,647356600,90.60517959594726,88.70899978637695,33.622319015723804,False,False,False,False
2010-05-07,84.29942321777344,86.20119461039818,82.89771729176407,85.34501885206801,637558800,90.29112358093262,88.7248193359375,29.47667015816353,False,False,True,False
2010-05-10,88.01201629638672,88.38327747589499,87.06491732167852,87.74682395896171,396159600,90.1554988861084,88.81383331298828,40.42978811772242,False,False,False,False
2010-05-11,87.76200103759766,88.9212495253256,87.06493741866296,87.18616310947849,317849800,90.00396308898925,88.8804916381836,40.25021339328452,False,False,False,False
2010-05-12,88.98943328857422,89.11824316548466,87.95898895709728,88.11052828857001,235607100,89.86227722167969,88.96702117919922,43.14243932210972,False,False,False,False
2010-05-13,87.88323211669922,89.16371215438605,87.80746533271478,88.746986171519,234452500,89.66149291992187,89.02991683959961,39.101167468611685,False,False,False,False
2010-05-14,86.29212188720703,87.38318226878253,85.51929130401513,87.2240702599088,345601400,89.45426864624024,89.05586013793945,36.83838196603637,False,False,False,False
2010-05-17,86.33755493164062,86.76943190646193,84.68581380711389,86.52697475885408,325739800,89.23226966857911,89.0584146118164,41.128012784096505,False,False,False,False
2010-05-18,85.16313934326172,87.29979435836843,84.88279597104834,87.0421804362147,360556800,88.91101417541503,89.03717880249023,36.66909875474173,False,True,False,False
2010-05-19,84.6782455444336,85.44349752379676,83.61749330118964,84.68581817585604,394742700,88.5738468170166,89.00337783813477,32.04415474323143,False,False,False,False
2010-05-20,81.4808349609375,83.26138021106003,81.4277976396363,82.87496213836016,530418300,88.0631706237793,88.89793228149414,29.516470778123676,False,False,True,False
2010-05-21,82.67037963867188,82.8749504833113,79.82908258147428,80.24580846211673,500909400,87.58204574584961,88.80903305053711,29.593139557884,False,False,True,False
2010-05-24,81.6096420288086,82.88254356700432,81.53387524999683,82.22336045200905,269823000,87.06530876159668,88.69876815795898,31.21396510058416,False,False,False,False
2010-05-25,81.6929702758789,81.7308565477442,79.08655200477737,79.63966035858986,396505200,86.66146507263184,88.5897169494629,32.366549297070094,False,False,False,False
2010-05-26,81.20047760009766,82.9431420535392,80.9580204899403,82.19304127221385,349719300,86.1989013671875,88.4569319152832,37.056736676859934,False,False,False,False
2010-05-27,83.92057037353516,83.95087824263747,82.42036264646228,82.7310139692849,300870500,85.81627502441407,88.36813583374024,48.966898352615324,False,False,False,False
2010-05-28,82.86741638183594,83.89028264187479,82.47341976956375,83.82966688911964,297933500,85.45865287780762,88.25918197631836,33.591113888741006,False,False,False,False
2010-06-01,81.47325134277344,83.30683379702613,81.35202566496069,82.09454811572823,277909400,84.97298011779785,88.13128601074219,31.306195643619333,False,False,False,False
2010-06-02,83.59477233886719,83.60234497105901,81.45811659181587,81.88999363279534,240243700,84.70059585571289,88.03642471313476,34.77331894963798,False,False,False,False
2010-06-03,83.88268280029297,84.14786942506103,83.02650718871756,83.83722388765699,226618300,84.46912460327148,87.9348957824707,38.16140011829276,False,False,False,False
2010-06-04,80.93531036376953,82.83708720789903,80.66254532713602,82.29155713463201,398475600,84.23727378845214,87.7830564880371,35.32579160870934,False,False,False,False
2010-06-07,79.9275894165039,81.53387164725619,79.86697946451348,81.22322035302959,264609100,84.01868209838867,87.61394226074219,33.32020388937504,False,False,False,False
2010-06-08,80.78374481201172,80.94285672360223,79.29111611389686,79.98817947342654,357774300,83.65726852416992,87.46301193237305,38.4121540314944,False,False,False,False
2010-06-09,80.35188293457031,82.04150434416479,80.0109238199851,81.25351726814826,268023300,83.28676261901856,87.29223098754883,38.520258885785026,False,False,False,False
2010-06-10,82.70069122314453,82.79918744453238,80.34430829520205,81.72328429780146,317890600,82.97232551574707,87.16721374511718,53.38945643370303,False,False,False,False
2010-06-11,83.10224914550781,83.15528645461801,81.92027152497599,81.97330883408618,214128200,82.7332763671875,87.05628921508789,51.254932695711865,False,False,False,False
2010-06-14,82.97345733642578,84.19332140681857,82.89011215542001,83.73870922655657,207196100,82.56734313964844,86.9306657409668,54.18992601709791,False,False,False,False
2010-06-15,84.86009216308594,84.93585894639025,83.41292174524278,83.55688267996551,238268700,82.4934700012207,86.82822814941406,58.7594864563691,False,False,False,False
2010-06-16,84.82977294921875,85.17830473031695,84.25393506797056,84.42062543732932,216374000,82.47680168151855,86.72094131469727,60.30109485444265,False,False,False,False
2010-06-17,84.96612548828125,85.11008635298136,84.14025812488683,85.07220008943958,263185800,82.49119567871094,86.6266847229004,53.477689073315624,False,False,False,False
2010-06-18,85.05828857421875,85.3627976161312,84.78422578998742,85.13441583469687,174006600,82.670068359375,86.52805923461914,57.78487684818473,False,False,False,False
2010-06-21,84.81465911865234,86.17735246213766,84.34266091494106,86.11645415209135,213140700,82.77728233337402,86.41274154663085,62.93034467999109,False,False,False,False
2010-06-22,83.41388702392578,85.18768012461443,83.2920846050673,84.81465259368191,239355400,82.86749458312988,86.26652908325195,49.258669745266786,False,False,False,False
2010-06-23,83.15506744384766,83.76409125833942,82.5841043506846,83.46719091454558,254639900,82.94059944152832,86.11377609252929,47.01085452119432,False,False,False,False
2010-06-24,81.77713775634766,82.85055114006346,81.56397913470853,82.74397182924389,268523600,82.96943244934081,85.91285583496094,53.97031575486667,False,False,False,False
2010-06-25,82.1197280883789,82.53843091014886,81.28231082856409,82.02075742596217,238726500,82.879390335083,85.7172720336914,61.03086489832313,False,False,False,False
2010-06-28,81.86087799072266,82.46229312410583,81.56397765765381,82.24152003908137,169218600,82.82906341552734,85.54575744628906,55.76680502582115,False,False,False,False
2010-06-29,79.33341217041016,81.84565192253315,78.83096770486746,80.71133447733732,373649500,82.72207145690918,85.316875,45.54657256025899,False,False,False,False
2010-06-30,78.57974243164062,79.84347096434398,78.32090282827852,79.11263895600894,284101700,82.47131996154785,85.05670486450195,29.059253778760635,False,False,True,False
2010-07-01,78.22954559326172,78.78527966160765,76.98864895404044,78.52644588909277,382924800,82.18866310119628,84.79286392211914,25.109259276752297,False,False,True,False
2010-07-02,77.80320739746094,78.73197462675539,77.36166717722058,78.49597849109806,233385200,82.03205795288086,84.51504089355468,24.36849304121361,False,False,True,False
2010-07-06,78.3133316040039,79.45525825190524,77.55965583452874,78.89951806101197,256935300,81.95134506225585,84.23544998168946,12.414774822689438,False,False,True,False
2010-07-07,80.77985382080078,80.87881865981507,78.42748300422161,78.51122471728623,253769400,81.9511505126953,84.01215942382812,31.831471025208558,False,False,False,False
2010-07-08,81.57917022705078,81.67052056072863,80.62756553034555,81.45736203796812,210842100,82.01251487731933,83.84834594726563,35.65868880197371,False,False,False,False
2010-07-09,82.18822479248047,82.19583925920783,81.4041031555157,81.55635764124497,144999900,81.98689155578613,83.68307540893555,38.357002962932555,False,False,False,False
2010-07-12,82.24153137207031,82.40140035743472,81.57160336557126,81.91417893304677,131283600,81.94385566711426,83.49644409179687,39.397869752032534,False,False,False,False
2010-07-13,83.48241424560547,83.80976082123348,82.92667431665205,83.09415774203902,213025900,81.96930351257325,83.36569519042969,50.28612452358732,False,False,False,False
2010-07-14,83.47480010986328,83.80215249492691,82.87338499274,83.21596050374626,184426800,81.90003890991211,83.21145706176758,51.363597848430295,False,False,False,False
2010-07-15,83.49762725830078,83.78691308011688,82.34808682085186,83.44433761196267,232337900,81.83343162536622,83.10056045532227,58.29650616754407,False,False,False,False
2010-07-16,81.1985855102539,83.13985697326133,81.0387106975013,83.04850076713673,282693400,81.64505462646484,82.95429000854492,46.26317706399092,False,False,False,False
2010-07-19,81.67817687988281,81.9370107021195,80.86360307440692,81.4954703107665,186709000,81.47604904174804,82.87640701293945,49.27187220659509,False,False,False,False
2010-07-20,82.5841064453125,82.64500476261043,80.55908783562677,80.59715436605791,258162400,81.36452140808106,82.84210067749024,64.87811512862285,False,False,False,False
2010-07-21,81.51068878173828,83.03325698971557,81.17572191737952,83.01041939589778,264527000,81.26936149597168,82.71207412719727,63.03318974778283,False,False,False,False
2010-07-22,83.33014678955078,83.6955656688428,82.46989795174072,82.4775066099601,274781300,81.27811546325684,82.62343704223633,70.05990244173248,False,False,False,True
2010-07-23,84.0533676147461,84.17517003217773,82.92666476079003,83.16266093765726,222020800,81.39192695617676,82.52471572875976,74.02003291186331,False,False,False,True
2010-07-26,84.92881774902344,85.01255943056948,83.96198989135691,84.19798600764064,184445700,81.53238143920899,82.46562744140626,74.72961842448372,False,False,False,True
2010-07-27,84.9212417602539,85.48459035525202,84.58627490521559,85.39323417438614,204855600,81.68539962768554,82.43820983886718,68.96815359685763,False,False,False,False
2010-07-28,84.37309265136719,85.00495965701005,84.09141552872116,84.74612012114761,163056200,81.9373836517334,82.39892059326172,63.09791965828188,False,False,False,False
2010-07-29,83.96206665039062,85.12683098456387,83.29213839370097,84.89844331552847,220149100,82.2064998626709,82.37489913940429,58.473099313555366,False,False,False,False
2010-07-30,83.9468002319336,84.39596089834819,82.96474879465956,83.10938883288027,220070600,82.49236259460449,82.3602702331543,58.175256997757835,True,False,False,False
2010-08-02,85.84239196777344,85.9794233304773,84.91362448812907,85.25619999082052,188263200,82.89432182312012,82.44750137329102,60.64572207950632,False,False,False,False
2010-08-03,85.43128967285156,85.84999237945954,85.14961250764789,85.62922513510645,146657300,83.2502197265625,82.50271957397462,58.51562280136691,False,False,False,False
2010-08-04,86.00226593017578,86.10884523980228,85.38562766617436,85.66729906670007,158171700,83.51134033203125,82.59057205200196,60.40495544320228,False,False,False,False
2010-08-05,85.9109115600586,85.95659255667454,85.32472534474206,85.45414225085733,140473800,83.72792739868164,82.67493087768554,73.9737149521869,False,False,False,True
2010-08-06,85.56071472167969,85.69774608429734,84.44162622832495,85.06587892288614,239728300,83.8965518951416,82.76213562011719,70.0157326931559,False,False,False,True
2010-08-09,86.01748657226562,86.16213240606822,85.5074276326223,85.96419691899149,120800400,84.08534965515136,82.8040739440918,68.55969925895849,False,False,False,False
2010-08-10,85.5531005859375,86.00987566852176,84.78420786706931,85.28665232652098,242916300,84.18888397216797,82.85778762817382,73.39216309780906,False,False,False,True
2010-08-11,83.2083740234375,84.26655870666616,83.07134262088294,84.23610663852759,273406900,84.17556266784668,82.89249008178712,49.33572162445702,False,False,False,False
2010-08-12,82.69825744628906,82.99515766487052,81.91413605833628,81.95220257174806,239542600,84.13559417724609,82.87455978393555,42.431826850413565,False,False,False,False
2010-08-13,82.4546890258789,82.94952491260024,82.35572417178962,82.43946589761033,158698500,84.19839935302734,82.84599990844727,35.13288246237788,False,False,False,False
2010-08-16,82.41663360595703,82.68308192883794,81.59444523123494,81.8913456207505,147895300,84.23532218933106,82.87562637329101,35.00465909243954,False,False,False,False
2010-08-17,83.42912292480469,84.03815253677342,82.88861190304742,83.12461392695715,172270300,84.27757301330567,82.94565704345703,44.64604374457945,False,False,False,False
2010-08-18,83.58139038085938,84.03054525679799,82.91146239690207,83.39106933685746,182922100,84.38110809326172,83.00160995483398,47.77561009546596,False,False,False,False
2010-08-19,82.12733459472656,83.35300257943601,81.78475903970428,83.1474584080501,265847600,84.3209674835205,83.03711898803711,40.89872077718562,False,False,False,False
2010-08-20,81.86087799072266,82.17300725828242,81.26707732458495,81.8837155843223,209714200,84.21134300231934,83.02032272338867,26.205685259222093,False,False,True,False
2010-08-23,81.54874420166016,82.65260367882173,81.51067767839142,82.24912408797145,163490300,84.04233932495117,82.98925262451172,26.519385916362566,False,False,True,False
2010-08-24,80.33830261230469,80.99300734157968,79.91198541487398,80.65804051037773,280677800,83.81319236755371,82.9365495300293,18.205062067678114,False,False,True,False
2010-08-25,80.65046691894531,80.95497601629063,79.39434656391033,79.89679122104108,272234800,83.62706108093262,82.85235702514649,21.184584091753464,False,False,True,False
2010-08-26,80.10991668701172,81.13764891013635,79.84346264445622,81.03106961636851,224439500,83.43445358276367,82.75795989990235,20.751821923653708,False,False,True,False
2010-08-27,81.35078430175781,81.4345259812886,79.40950836083032,80.61233811396866,272649000,83.30465278625488,82.68565307617187,26.90272674249526,False,False,True,False
2010-08-30,80.17080688476562,81.38886579002794,80.16319822750584,81.13764070520745,167238600,83.0210735321045,82.58790344238281,25.123138085293135,False,False,True,False
2010-08-31,80.17080688476562,80.68087151980173,79.54655430947959,79.87390662384514,273933100,82.7580493927002,82.49502639770508,32.075325539119234,False,False,False,False
2010-09-01,82.56885528564453,82.6830490380645,81.19854768101158,81.2518373243895,256828100,82.58637886047363,82.47812576293946,49.375537009687804,False,False,False,False
2010-09-02,83.33777618408203,83.35299931138374,82.59171516728235,82.76681307600599,156112200,82.45772209167481,82.48177993774414,54.055908308470904,False,True,False,False
2010-09-03,84.4188003540039,84.49492760866167,83.70319138231915,84.15235205863317,212197300,82.40062637329102,82.53461318969727,58.391734443275936,False,False,False,False
2010-09-07,83.46717834472656,84.12949752398242,83.39866557177047,84.02291822729335,141973700,82.27311096191406,82.56156219482422,50.160320633643046,False,False,False,False
2010-09-08,84.0533676147461,84.38832861878502,83.59659257700376,83.63465909952758,149924400,82.1981243133545,82.60541198730469,51.91822417188245,False,False,False,False
2010-09-09,84.44161987304688,85.02019733923588,84.21323815796363,84.99735974854116,147017900,82.25978660583496,82.70757614135742,60.29793380636525,False,False,False,False
2010-09-10,84.86795043945312,84.96691527734443,84.40356669341395,84.59388771037635,127819000,82.36827125549317,82.83334030151367,63.19293857068578,False,False,False,False
2010-09-13,85.81195068359375,85.98704278628435,85.36279001294518,85.70537136678978,178503500,82.5361343383789,82.98498840332032,67.72143580950637,False,False,False,False
2010-09-14,85.7586441040039,86.24586540129818,85.32471245459695,85.64445034192082,209823600,82.70323486328125,83.14409713745117,74.92969756308852,False,False,False,True
2010-09-15,86.08598327636719,86.18494809068008,85.24857216287344,85.50740589636955,168608400,82.83607788085938,83.29955017089844,74.96464368531583,False,False,False,True
2010-09-16,86.06317138671875,86.11646104235828,85.53026902218672,85.81956070263283,199962900,82.96016693115234,83.40521652221679,78.70784253322773,False,False,False,True
2010-09-17,86.0953140258789,86.60045424835764,85.85805437914385,86.51626421127786,195836900,83.15856590270997,83.49553939819336,75.89818539725576,False,False,False,True
2010-09-20,87.41173553466797,87.60307547039027,86.11827570063116,86.39380567520979,214555200,83.43610877990723,83.60000961303712,88.94475895079574,False,False,False,True
2010-09-21,87.2356948852539,87.89389880770241,86.87597491791404,87.48060973802541,268389100,83.72045631408692,83.69989288330078,87.29176604180255,True,False,False,True
2010-09-22,86.80709075927734,87.58776087816128,86.56217590299097,87.09793116558855,191322400,84.04389572143555,83.76638641357422,78.24358305328309,False,False,False,True
2010-09-23,86.10295867919922,86.99842804804756,85.85804383030317,86.09530344788762,202354300,84.31652030944824,83.81894958496093,68.5876697015218,False,False,False,False
2010-09-24,87.87858581542969,87.93981598259931,86.98311651768685,87.05965130703383,209671800,84.70495376586913,83.90656875610351,71.27051494084628,False,False,False,True
2010-09-27,87.45764923095703,88.0087091421847,87.37346503712655,87.90921448458066,128761800,85.0102970123291,84.03175003051757,76.24572583850947,False,False,False,True
2010-09-28,87.76380920410156,88.0469944397739,86.62342470668729,87.57246924900102,209207500,85.3899471282959,84.15346267700195,75.33725862749515,False,False,False,True
2010-09-29,87.6107177734375,87.94747787916461,87.26630243642644,87.54183237034306,179665800,85.76194267272949,84.25399490356445,72.3587037003135,False,False,False,True
2010-09-30,87.35051727294922,88.62101742233831,86.93722225468646,88.05465277030368,287106700,86.00102577209472,84.37079147338868,67.93551040412049,False,False,False,False
2010-10-01,87.71785736083984,88.10819236128786,87.1974126399858,88.0086918839645,174638700,86.22002983093262,84.45854568481445,65.02096695254474,False,False,False,False
2010-10-04,87.0596694946289,87.90156403178564,86.62341468106024,87.53419463048115,166153200,86.35207328796386,84.51867172241211,59.36119370050826,False,False,False,False
2010-10-05,88.81233215332031,89.02663191541305,87.76378735824592,87.86328784723938,229634100,86.61933097839355,84.59634201049805,66.27795521897758,False,False,False,False
2010-10-06,88.80467987060547,89.03429010288887,88.44495989833584,88.79702463906783,148626600,86.85689659118653,84.67401077270507,66.39815186519036,False,False,False,False
